LABEL	state_id	item_index	lexical_identity	target_phonology	S0_freear_predicted_phonology	divergence_step	diag_prefix_correction_label	diag_prefix_correction_corrected_predicted_phonology	diag_prefix_correction_corrected_exact	diag_prefix_correction_corrected_second_divergence_step	diag_prefix_correction_corrected_terminated_by_cap
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27524	remittance	R IY M IH T AH N S	D IY N AH S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY M IH T AH N S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27527	remold	R IY M OW L D	M AA R SH AH L AY Z	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY M AH L AY Z	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27529	remorseful	R IH M AO R S F AH L	R IH M OW T IH V	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH M AO R S F AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27531	remoteness	R IY M OW T N AH S	R IY N EY M AH N T	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY M OW T N AH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27533	remus	R IY M AH S	R IY M OW Z	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY M AH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27534	rena	R IY N AH	K R UW AH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R AH S T IY N AH	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27535	renal	R IY N AH L	D AY N AH S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY N AH S AH L	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27539	rendition	R EH N D IH SH AH N	R EH P R AH Z EY SH AH N	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH N D IH SH AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27545	renfrew	R EH N F R UW	R EH N F R EY N	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH N F R UW	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27546	renin	R IY N AH N	R IY K AH P R AY	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY N AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27552	renovator	R EH N AH V EY T ER	P R IY F AO R M ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH V OW S T	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27556	rentier	R EH T IY ER	N EH T F L AH M B ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH T IY ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27557	reopen	R IY OW P AH N	R IY OW P	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY OW P AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27560	repairman	R IH P EH R M AE N	R IH P EH R M AE N IH T	8	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH P EH R M AE N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27563	reparations	R EH P ER EY SH AH N Z	P R AA M AH S AH Z	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH P ER EY SH AH N Z	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27564	repartee	R EH P ER T IY	R IH P R EH SH AH N	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH P L IH K AH N T	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27565	repass	R IY P AE S	R IY AE D ER Z	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY P AE S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27566	repatriate	R IY P EY T R IY EY T	R IY P R AH S IY T	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY P EY T R OW	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27569	repeatable	R IH P IY T AH B AH L	K R IH T AH F AY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH P R EH SH AH N	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27577	repentance	R IH P EH N T AH N S	R IH S P EH N SH AH N	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH P EH N T AH N S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27578	repentant	R IH P EH N T AH N T	R IH S P EH N D ER	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH P EH CH AH S T	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27580	repercussion	R IY P ER K AH SH AH N	R IY P EY AH N T	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY P ER S AH N S	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27582	repertory	R EH P ER T AO R IY	R IH P AO R T AH N S	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH P ER T AO R IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27587	replenish	R IY P L EH N IH SH	R IY P L EH SH IH NG	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY P L EH N IH SH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27588	replete	R IY P L IY T	B AA R T EY K IH NG	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY M EH N T AH L	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27589	replicate	R EH P L AH K EY T	L EH G AH D AY Z	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH P L AH K EY T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27590	replicator	R EH P L IH K EY T ER	N UH R OW N IH T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH Z IH T IH B	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27591	reportage	R IH P AO R T IH JH	R IY P R EH S AH N S	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH P AO R T IH JH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27594	repressed	R IY P R EH S T	R IY P R AA S T	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY P R EH S T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27598	reprimand	R EH P R AH M AE N D	R EH P ER AE SH N AH L	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH P R AH M AE N D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27599	reprisal	R IY P R AY Z AH L	R IY P R AY L AH T	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY P R AY Z AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27600	reprise	R IH P R AY Z	HH AO R K UW Z	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH F AO R HH AE N D	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27604	reptilian	R EH P T IH L Y AH N	R EH P L IH K AH L	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH P T IH L Y AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27605	repudiate	R IY P Y UW D IY EY T	R IY K W AA T IH K T	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY P Y UW D IY EY T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27606	repugnant	R IH P AH G N AH N T	HH ER M AH L D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH P AH B AH L	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27607	repulsive	R IY P AH L S IH V	R IY P L IY AH B	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY P AH L	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27609	repute	R IY P Y UW T	L AY F T IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY P Y UW T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27611	requiem	R EH K W IY AH M	M EH R AH M AE N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH Z M AH	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27612	requisite	R EH K W AH Z AH T	K W AO R AH T IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH K W AH Z AH T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27613	reread	R IY R IY D	R IY R IY N	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY R IY D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27614	rerunning	R IY R AH N IH NG	R IY M IH N IH NG	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY R AH N IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27616	rescission	R IH S IH ZH AH N	M IH L AH T R EY SH AH N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH S IH ZH AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27618	reseda	R EH S EY D AH	R EH N OW	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH S EY D ER	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27619	resemble	R IH Z EH M B AH L	R IH Z EH L Y UW OW	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH Z EH M B AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27626	residency	R EH Z IH D AH N S IY	R IY M EY L IH NG	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH Z IH D AH N S IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27627	residual	R IH Z IH JH UW AH L	R IH Z IH JH AH N S	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH Z IH JH UW AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27628	residue	R EH Z AH D UW	R EH K T AH L	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH Z AH D EH R IY	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27632	resin	R EH Z AH N	R EH Z ER IH K T	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH Z AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27634	resold	R IY S OW L D	R IY S AH L D	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY S OW L D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27635	resolute	R EH Z AH L UW T	R EH D AH N T	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH Z AH L UW T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27638	resonate	R EH Z AH N EY T	B EH R AH Z	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH Z AH N	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27640	resounding	R IY S AW N D IH NG	R IY Z EH N D AH N	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY S AW N D IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27641	resourceful	R IY S AO R S F AH L	R IY S AO R S IH V	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY S AO R S F AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27650	restiveness	R EH S T IH V N AH S	R EH S IH D AH N S	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH S T IH V N AH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27654	restrained	R IY S T R EY N D	R IH S T R OY T IH D	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY S T R EY N D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27655	restraint	R IH S T R EY N T	R IH L AH T AH N S	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH S T R EY N S	0	7	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27657	resultant	R IY Z AH L T AH N T	R AH D OW M	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY V OW L D	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27659	resupply	R IY S AH P L AY	R IY S OW L	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY S AH P L EY	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27660	resurgence	R IY S ER JH AH N S	JH ER N OW L IH JH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY S ER JH AH N S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27663	resurrection	R EH Z ER EH K SH AH N	R EH V ER N AH N S	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH Z ER EY SH AH N	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27664	resuscitate	R IH S AH S IH T EY T	R IH B AH T IY	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH S AH S IH T IY	0	7	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27667	retaliate	R IH T AE L IY EY T	R IH P EH L AH N T	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH T AE L IY EY T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27668	retard	R IH T AA R D	D AA P ER N AH L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R AA P AH T IY Z	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27669	retardant	R IY T AA R D AH N T	F R IY AH D R IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY T AA L AH F AY ER	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27670	rethink	R IY TH IH NG K	R IY V IH K S	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY TH IH NG K	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27671	rethought	R IY TH AO T	R IY AH F IH N S IH NG	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY TH AO T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27672	reticence	R EH T IH S AH N S	K OW SH AH S N AH S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH Z IH S AH N S	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27675	retinal	R EH T AH N AH L	R EH V AH N AA L	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH T AH N AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27676	retinol	R EH T IH N AO L	AE N AH M EY T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH T AH L AY T	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27677	retinue	R EH T AH N UW	R EH N T AH N S	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH T AH N UW	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27678	retiree	R IY T AY R IY	R IY T R IY P	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY T AY R IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27680	retort	R IY T AO R T	R IY T AO R	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY T AO R T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27682	retract	R IY T R AE K T	R IY T AE K Y UW L IY	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY T R AE N D	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27686	retrofit	R EH T R OW F IH T	R EH N T M AA R G	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH T R OW F IH T S	0	8	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27687	retrograde	R EH T R AH G R EY D	P R AH V EH S AH B AH L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH V AH T AH N S	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27688	returnable	R IY T ER N AH B AH L	R EH L AH T ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY T ER N AH B AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27689	returnee	R IH T ER N IY	F R IY T IY ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH T ER N IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27691	reuther	R OY DH ER	HH AO S UW N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R OY DH ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27692	reva	R EY V AH	R EY V AH L	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EY V AH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27693	revamping	R IY V AE M P IH NG	R IY V IH ZH AH N	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY V AE M P IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27697	reveler	R EH V AH L ER	L EH V AH N ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH V AH L ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27699	reverb	R IY V ER B	R IY V ER B AY T	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY V ER B	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27701	revere	R IH V IH R	K W IH Z IH T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH Z IH N	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27705	reverential	R EH V ER EH N SH AH L	R EH V ER AH L	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH V ER EH N SH AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27707	reversal	R IH V ER S AH L	R EH S ER IH NG	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH V ER S AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27708	reversible	R IH V ER S AH B AH L	N AA T AH L AH N S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EY S IH V L AH S	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27709	reversion	R IH V ER ZH AH N	R IH Z AH L T IH V	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH V IH ZH AH N	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27712	revise	R IH V AY Z	R IH V AY S	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH V AY Z	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27716	revocable	R EH V AH K AH B AH L	F R EH SH L AH N JH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R EH V AH K AH B AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27719	revolt	R IH V OW L T	R IH V OW S T	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH V OW L T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27722	revolver	R IH V AA L V ER	R IH N AA L	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH V AA L V AY	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27723	revue	R IH V Y UW	S EH K S ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH V Y UW	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27727	rewarded	R IH W AO R D IH D	R IH T ER IH NG D	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH W AO R D IH D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27728	rewarding	R IH W AO R D IH NG	R IH W AO R IH NG	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IH W AO R D IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_SRC	27730	rewrite	R IY R AY T	R IY R AE T	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	R IY R AY T	1	NA	0
