item_index	word	batch_dec_width	rank	target_phonemes	length	zipf_approx	is_word	gate	effective_ventral_weight	effective_dorsal_weight	lexical_confidence	lexical_margin	lexical_density	canonical_full_exact	canonical_full_predicted	canonical_wm_exact	canonical_wm_predicted	canonical_ltm_exact	canonical_ltm_predicted	canonical_fixed05_exact	canonical_fixed05_predicted	freear_full_exact	freear_full_predicted	freear_wm_exact	freear_wm_predicted	freear_ltm_exact	freear_ltm_predicted	freear_fixed05_exact	freear_fixed05_predicted	competence_category	competence_category_freear
16783	farmhand	10	16956	F AA R M HH AE N D	8	5.9e-05	1	0.5466712117195129	0.5466712117195129	0.45332878828048706	0.79361492395401	0.37623798847198486	1.0735464096069336	1	F AA R M HH AE N D	1	F AA R M HH AE N D	1	F AA R M HH AE N D	1	F AA R M HH AE N D	1	F AA R M HH AE N D	1	F AA R M HH AE N D	1	F AA R M HH AE N D	1	F AA R M HH AE N D	BOTH_CORRECT	BOTH_CORRECT
16784	farmhouse	10	16957	F AA R M HH AW S	7	5.9e-05	1	0.5615874528884888	0.5615874528884888	0.43841254711151123	0.8238035440444946	0.24385029077529907	1.2504348754882812	1	F AA R M HH AW S	1	F AA R M HH AW S	1	F AA R M HH AW S	1	F AA R M HH AW S	1	F AA R M HH AW S	1	F AA R M HH AW S	1	F AA R M HH AW S	1	F AA R M HH AW S	BOTH_CORRECT	BOTH_CORRECT
16785	farmington	10	16958	F AA R M IH NG T AH N	9	5.9e-05	1	0.5211436748504639	0.5211436748504639	0.47885632514953613	0.7423125505447388	0.23234164714813232	2.513731002807617	1	F AA R M IH NG T AH N	1	F AA R M IH NG T AH N	1	F AA R M IH NG T AH N	1	F AA R M IH NG T AH N	1	F AA R M IH NG T AH N	1	F AA R M IH NG T AH N	1	F AA R M IH NG T AH N	1	F AA R M IH NG T AH N	BOTH_CORRECT	BOTH_CORRECT
16786	farmland	10	16959	F AA R M L AE N D	8	5.9e-05	1	0.5473178625106812	0.5473178625106812	0.45268213748931885	0.7949197888374329	0.21984374523162842	1.8428155183792114	1	F AA R M L AE N D	1	F AA R M L AE N D	1	F AA R M L AE N D	1	F AA R M L AE N D	1	F AA R M L AE N D	1	F AA R M L AE N D	1	F AA R M L AE N D	1	F AA R M L AE N D	BOTH_CORRECT	BOTH_CORRECT
16787	farmstead	10	16960	F AA R M S T EH D	8	5.9e-05	1	0.50433748960495	0.50433748960495	0.49566251039505005	0.70867520570755	0.25181248784065247	1.5851683616638184	1	F AA R M S T EH D	1	F AA R M S T EH D	1	F AA R M S T EH D	1	F AA R M S T EH D	1	F AA R M S T EH D	1	F AA R M S T EH D	1	F AA R M S T EH D	1	F AA R M S T EH D	BOTH_CORRECT	BOTH_CORRECT
16788	farmyard	10	16961	F AA R M Y AA R D	8	5.9e-05	1	0.5390902161598206	0.5390902161598206	0.46090978384017944	0.778340220451355	0.3353157341480255	1.1099016666412354	1	F AA R M Y AA R D	1	F AA R M Y AA R D	1	F AA R M Y AA R D	1	F AA R M Y AA R D	1	F AA R M Y AA R D	1	F AA R M Y AA R D	1	F AA R M Y AA R D	1	F AA R M Y AA R D	BOTH_CORRECT	BOTH_CORRECT
16789	faro	10	16962	F EH R OW	4	5.9e-05	1	0.514717698097229	0.514717698097229	0.485282301902771	0.7294439673423767	0.378770112991333	1.324257493019104	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	BOTH_CORRECT	BOTH_CORRECT
16790	farouk	10	16963	F AH R UW K	5	5.9e-05	1	0.5258147716522217	0.5258147716522217	0.4741852283477783	0.7516754269599915	0.27664637565612793	1.2077782154083252	1	F AH R UW K	1	F AH R UW K	1	F AH R UW K	1	F AH R UW K	1	F AH R UW K	1	F AH R UW K	1	F AH R UW K	1	F AH R UW K	BOTH_CORRECT	BOTH_CORRECT
16791	farquhar	10	16964	F AA R K W ER	6	5.9e-05	1	0.5090644955635071	0.5090644955635071	0.4909355044364929	0.7181309461593628	0.29469457268714905	2.3438427448272705	1	F AA R K W ER	1	F AA R K W ER	1	F AA R K W ER	1	F AA R K W ER	1	F AA R K W ER	1	F AA R K W ER	1	F AA R K W ER	1	F AA R K W ER	BOTH_CORRECT	BOTH_CORRECT
16792	farragut	10	16965	F EH R AH G AH T	7	5.9e-05	1	0.493496298789978	0.493496298789978	0.506503701210022	0.686991810798645	0.2812062203884125	1.691293716430664	1	F EH R AH G AH T	1	F EH R AH G AH T	1	F EH R AH G AH T	1	F EH R AH G AH T	1	F EH R AH G AH T	1	F EH R AH G AH T	1	F EH R AH G AH T	1	F EH R AH G AH T	BOTH_CORRECT	BOTH_CORRECT
16793	farrakhan	10	16966	F AA R AH K AA N	7	5.9e-05	1	0.5275744199752808	0.5275744199752808	0.47242558002471924	0.7552048563957214	0.38518840074539185	1.0770469903945923	1	F AA R AH K AA N	1	F AA R AH K AA N	1	F AA R AH K AA N	1	F AA R AH K AA N	1	F AA R AH K AA N	1	F AA R AH K AA N	1	F AA R AH K AA N	1	F AA R AH K AA N	BOTH_CORRECT	BOTH_CORRECT
16794	farrell	10	16967	F EH R IH L	5	5.9e-05	1	0.4670519530773163	0.4670519530773163	0.5329480469226837	0.6340082287788391	0.05852764844894409	13.904326438903809	1	F EH R IH L	1	F EH R IH L	1	F EH R IH L	1	F EH R IH L	1	F EH R IH L	1	F EH R IH L	1	F EH R IH L	1	F EH R IH L	BOTH_CORRECT	BOTH_CORRECT
16795	farrier	10	16968	F EH R IY ER	5	5.9e-05	1	0.4498920142650604	0.4498920142650604	0.5501079857349396	0.5994464755058289	0.22448861598968506	12.013221740722656	1	F EH R IY ER	1	F EH R IY ER	1	F EH R IY ER	1	F EH R IY ER	1	F EH R IY ER	1	F EH R IY ER	1	F EH R IY ER	1	F EH R IY ER	BOTH_CORRECT	BOTH_CORRECT
16796	farrow	10	16969	F EH R OW	4	5.9e-05	1	0.514717698097229	0.514717698097229	0.485282301902771	0.7294439673423767	0.378770112991333	1.324257493019104	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	1	F EH R OW	BOTH_CORRECT	BOTH_CORRECT
16797	farsi	10	16970	F AA R S IY	5	5.9e-05	1	0.47038790583610535	0.47038790583610535	0.5296120941638947	0.6407064199447632	0.22152474522590637	3.1829097270965576	1	F AA R S IY	1	F AA R S IY	1	F AA R S IY	1	F AA R S IY	1	F AA R S IY	1	F AA R S IY	1	F AA R S IY	1	F AA R S IY	BOTH_CORRECT	BOTH_CORRECT
16798	farsighted	10	16971	F AA R S AY T AH D	8	5.9e-05	1	0.5316053628921509	0.5316053628921509	0.4683946371078491	0.7632951140403748	0.2921552062034607	1.5043963193893433	1	F AA R S AY T AH D	1	F AA R S AY T AH D	1	F AA R S AY T AH D	1	F AA R S AY T AH D	1	F AA R S AY T AH D	1	F AA R S AY T AH D	1	F AA R S AY T AH D	1	F AA R S AY T AH D	BOTH_CORRECT	BOTH_CORRECT
16799	fart	10	16972	F AA R T	4	5.9e-05	1	0.4390474855899811	0.4390474855899811	0.5609525144100189	0.5774856805801392	0.1983790099620819	24.629661560058594	1	F AA R T	1	F AA R T	1	F AA R T	1	F AA R T	1	F AA R T	1	F AA R T	1	F AA R T	1	F AA R T	BOTH_CORRECT	BOTH_CORRECT
16800	farther	10	16973	F AA R DH ER	5	5.9e-05	1	0.5321170687675476	0.5321170687675476	0.4678829312324524	0.7643226981163025	0.2828517258167267	1.5389658212661743	1	F AA R DH ER	1	F AA R DH ER	1	F AA R DH ER	1	F AA R DH ER	1	F AA R DH ER	1	F AA R DH ER	1	F AA R DH ER	1	F AA R DH ER	BOTH_CORRECT	BOTH_CORRECT
16801	farthest	10	16974	F AA R DH AH S T	7	5.9e-05	1	0.5318865776062012	0.5318865776062012	0.46811342239379883	0.7638598680496216	0.12295782566070557	1.5030449628829956	1	F AA R DH AH S T	1	F AA R DH AH S T	1	F AA R DH AH S T	1	F AA R DH AH S T	1	F AA R DH AH S T	1	F AA R DH AH S T	1	F AA R DH AH S T	1	F AA R DH AH S T	BOTH_CORRECT	BOTH_CORRECT
16802	farthing	10	16975	F AA R DH IH NG	6	5.9e-05	1	0.5337548851966858	0.5337548851966858	0.4662451148033142	0.767612636089325	0.42523324489593506	1.0853327512741089	1	F AA R DH IH NG	1	F AA R DH IH NG	0	F AA R K	1	F AA R DH IH NG	1	F AA R DH IH NG	1	F AA R DH IH NG	0	F AA R K	1	F AA R DH IH NG	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16803	fascinate	10	16977	F AE S AH N EY T	7	5.9e-05	1	0.5224919319152832	0.5224919319152832	0.4775080680847168	0.7450142502784729	0.21873408555984497	2.9776999950408936	1	F AE S AH N EY T	1	F AE S AH N EY T	1	F AE S AH N EY T	1	F AE S AH N EY T	1	F AE S AH N EY T	1	F AE S AH N EY T	1	F AE S AH N EY T	1	F AE S AH N EY T	BOTH_CORRECT	BOTH_CORRECT
16804	fascination	10	16978	F AE S AH N EY SH AH N	9	5.9e-05	1	0.560858964920044	0.560858964920044	0.43914103507995605	0.8223243355751038	0.21680796146392822	1.4398812055587769	1	F AE S AH N EY SH AH N	1	F AE S AH N EY SH AH N	1	F AE S AH N EY SH AH N	1	F AE S AH N EY SH AH N	1	F AE S AH N EY SH AH N	1	F AE S AH N EY SH AH N	1	F AE S AH N EY SH AH N	1	F AE S AH N EY SH AH N	BOTH_CORRECT	BOTH_CORRECT
16805	fascism	10	16979	F AE SH IH Z AH M	7	5.9e-05	1	0.523116946220398	0.523116946220398	0.47688305377960205	0.7462668418884277	0.07490789890289307	3.487888813018799	1	F AE SH IH Z AH M	1	F AE SH IH Z AH M	1	F AE SH IH Z AH M	1	F AE SH IH Z AH M	1	F AE SH IH Z AH M	1	F AE SH IH Z AH M	1	F AE SH IH Z AH M	1	F AE SH IH Z AH M	BOTH_CORRECT	BOTH_CORRECT
16806	fascist	10	16980	F AE SH IH S T	6	5.9e-05	1	0.5355654954910278	0.5355654954910278	0.46443450450897217	0.7712512612342834	0.1960669755935669	1.8034982681274414	1	F AE SH IH S T	1	F AE SH IH S T	1	F AE SH IH S T	1	F AE SH IH S T	1	F AE SH IH S T	1	F AE SH IH S T	1	F AE SH IH S T	1	F AE SH IH S T	BOTH_CORRECT	BOTH_CORRECT
16807	fashionable	10	16981	F AE SH AH N AH B AH L	9	5.9e-05	1	0.5610279440879822	0.5610279440879822	0.4389720559120178	0.8226674199104309	0.143618643283844	1.5581367015838623	1	F AE SH AH N AH B AH L	1	F AE SH AH N AH B AH L	1	F AE SH AH N AH B AH L	1	F AE SH AH N AH B AH L	1	F AE SH AH N AH B AH L	1	F AE SH AH N AH B AH L	1	F AE SH AH N AH B AH L	1	F AE SH AH N AH B AH L	BOTH_CORRECT	BOTH_CORRECT
16808	fashionably	10	16982	F AE SH AH N AH B L IY	9	5.9e-05	1	0.5054917931556702	0.5054917931556702	0.49450820684432983	0.7109839916229248	0.3062043786048889	2.2541208267211914	1	F AE SH AH N AH B L IY	1	F AE SH AH N AH B L IY	1	F AE SH AH N AH B L IY	1	F AE SH AH N AH B L IY	1	F AE SH AH N AH B L IY	1	F AE SH AH N AH B L IY	1	F AE SH AH N AH B L IY	1	F AE SH AH N AH B L IY	BOTH_CORRECT	BOTH_CORRECT
16809	fastball	10	16983	F AE S T B AO L	7	5.9e-05	1	0.49619928002357483	0.49619928002357483	0.5038007199764252	0.6923984289169312	0.1451425552368164	3.3261165618896484	1	F AE S T B AO L	1	F AE S T B AO L	1	F AE S T B AO L	1	F AE S T B AO L	1	F AE S T B AO L	1	F AE S T B AO L	1	F AE S T B AO L	1	F AE S T B AO L	BOTH_CORRECT	BOTH_CORRECT
16810	fasten	10	16984	F AE S AH N	5	5.9e-05	1	0.5095342397689819	0.5095342397689819	0.49046576023101807	0.7190707325935364	0.23144707083702087	2.034802198410034	1	F AE S AH N	1	F AE S AH N	1	F AE S AH N	1	F AE S AH N	1	F AE S AH N	1	F AE S AH N	1	F AE S AH N	1	F AE S AH N	BOTH_CORRECT	BOTH_CORRECT
16811	fastener	10	16985	F AE S AH N ER	6	5.9e-05	1	0.47415822744369507	0.47415822744369507	0.5258417725563049	0.6482702493667603	0.16766971349716187	4.447046756744385	1	F AE S AH N ER	1	F AE S AH N ER	1	F AE S AH N ER	1	F AE S AH N ER	1	F AE S AH N ER	1	F AE S AH N ER	1	F AE S AH N ER	1	F AE S AH N ER	BOTH_CORRECT	BOTH_CORRECT
16812	fastening	10	16986	F AE S AH N IH NG	7	5.9e-05	1	0.5178121328353882	0.5178121328353882	0.4821878671646118	0.7356393337249756	0.25913649797439575	1.5940717458724976	1	F AE S AH N IH NG	1	F AE S AH N IH NG	1	F AE S AH N IH NG	1	F AE S AH N IH NG	1	F AE S AH N IH NG	1	F AE S AH N IH NG	1	F AE S AH N IH NG	1	F AE S AH N IH NG	BOTH_CORRECT	BOTH_CORRECT
16813	fastidious	10	16987	F AE S T IH D IY AH S	9	5.9e-05	1	0.5367031693458557	0.5367031693458557	0.4632968306541443	0.7735385298728943	0.27315449714660645	1.7623844146728516	1	F AE S T IH D IY AH S	1	F AE S T IH D IY AH S	1	F AE S T IH D IY AH S	1	F AE S T IH D IY AH S	1	F AE S T IH D IY AH S	1	F AE S T IH D IY AH S	1	F AE S T IH D IY AH S	1	F AE S T IH D IY AH S	BOTH_CORRECT	BOTH_CORRECT
16814	fastness	10	16988	F AE S T N AH S	7	5.9e-05	1	0.5097613334655762	0.5097613334655762	0.49023866653442383	0.719525158405304	0.3640258014202118	1.4554996490478516	1	F AE S T N AH S	1	F AE S T N AH S	1	F AE S T N AH S	1	F AE S T N AH S	1	F AE S T N AH S	1	F AE S T N AH S	1	F AE S T N AH S	1	F AE S T N AH S	BOTH_CORRECT	BOTH_CORRECT
16815	fatah	10	16989	F AA T AH	4	5.9e-05	1	0.5062220692634583	0.5062220692634583	0.49377793073654175	0.7124447226524353	0.1369122862815857	3.417825698852539	1	F AA T AH	1	F AA T AH	1	F AA T AH	1	F AA T AH	1	F AA T AH	1	F AA T AH	1	F AA T AH	1	F AA T AH	BOTH_CORRECT	BOTH_CORRECT
16816	fatalism	10	16990	F EY T AH L IH Z AH M	9	5.9e-05	1	0.5170221328735352	0.5170221328735352	0.48297786712646484	0.7340574860572815	0.21274948120117188	3.791257858276367	1	F EY T AH L IH Z AH M	1	F EY T AH L IH Z AH M	1	F EY T AH L IH Z AH M	1	F EY T AH L IH Z AH M	1	F EY T AH L IH Z AH M	1	F EY T AH L IH Z AH M	1	F EY T AH L IH Z AH M	1	F EY T AH L IH Z AH M	BOTH_CORRECT	BOTH_CORRECT
16817	fatalist	10	16991	F EY T AH L IH S T	8	5.9e-05	1	0.5072052478790283	0.5072052478790283	0.4927947521209717	0.7144114375114441	0.3288910984992981	2.7820842266082764	1	F EY T AH L IH S T	1	F EY T AH L IH S T	0	F AA L AH V ER ER	1	F EY T AH L IH S T	1	F EY T AH L IH S T	1	F EY T AH L IH S T	0	F AA L AH V ER ER	1	F EY T AH L IH S T	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16818	fatality	10	16992	F AH T AE L IH T IY	8	5.9e-05	1	0.5216402411460876	0.5216402411460876	0.47835975885391235	0.7433074712753296	0.2569686770439148	1.3030680418014526	1	F AH T AE L IH T IY	1	F AH T AE L IH T IY	1	F AH T AE L IH T IY	1	F AH T AE L IH T IY	1	F AH T AE L IH T IY	1	F AH T AE L IH T IY	1	F AH T AE L IH T IY	1	F AH T AE L IH T IY	BOTH_CORRECT	BOTH_CORRECT
16819	fateful	10	16993	F EY T F AH L	6	5.9e-05	1	0.5308213829994202	0.5308213829994202	0.46917861700057983	0.7617210149765015	0.23514574766159058	1.3092470169067383	1	F EY T F AH L	1	F EY T F AH L	1	F EY T F AH L	1	F EY T F AH L	1	F EY T F AH L	1	F EY T F AH L	1	F EY T F AH L	1	F EY T F AH L	BOTH_CORRECT	BOTH_CORRECT
16820	fates	10	16994	F EY T S	4	5.9e-05	1	0.5147281885147095	0.5147281885147095	0.4852718114852905	0.7294649481773376	0.18256187438964844	1.4723843336105347	1	F EY T S	1	F EY T S	1	F EY T S	1	F EY T S	1	F EY T S	1	F EY T S	1	F EY T S	1	F EY T S	BOTH_CORRECT	BOTH_CORRECT
16821	fatherhood	10	16995	F AA DH ER HH UH D	7	5.9e-05	1	0.5345869064331055	0.5345869064331055	0.46541309356689453	0.7692844867706299	0.28154265880584717	1.0976258516311646	1	F AA DH ER HH UH D	1	F AA DH ER HH UH D	1	F AA DH ER HH UH D	1	F AA DH ER HH UH D	1	F AA DH ER HH UH D	1	F AA DH ER HH UH D	1	F AA DH ER HH UH D	1	F AA DH ER HH UH D	BOTH_CORRECT	BOTH_CORRECT
16822	fatherland	10	16996	F AA DH ER L AE N D	8	5.9e-05	1	0.5399845838546753	0.5399845838546753	0.4600154161453247	0.7801403403282166	0.3079072833061218	1.0280455350875854	1	F AA DH ER L AE N D	1	F AA DH ER L AE N D	1	F AA DH ER L AE N D	1	F AA DH ER L AE N D	1	F AA DH ER L AE N D	1	F AA DH ER L AE N D	1	F AA DH ER L AE N D	1	F AA DH ER L AE N D	BOTH_CORRECT	BOTH_CORRECT
16823	fatherless	10	16997	F AA DH ER L AH S	7	5.9e-05	1	0.5536356568336487	0.5536356568336487	0.4463643431663513	0.8076856136322021	0.3157399296760559	1.0272717475891113	1	F AA DH ER L AH S	1	F AA DH ER L AH S	1	F AA DH ER L AH S	1	F AA DH ER L AH S	1	F AA DH ER L AH S	1	F AA DH ER L AH S	1	F AA DH ER L AH S	1	F AA DH ER L AH S	BOTH_CORRECT	BOTH_CORRECT
16824	fathom	10	16998	F AE DH AH M	5	5.9e-05	1	0.4988226592540741	0.4988226592540741	0.5011773407459259	0.6976453065872192	0.24791130423545837	2.782482147216797	1	F AE DH AH M	1	F AE DH AH M	1	F AE DH AH M	1	F AE DH AH M	1	F AE DH AH M	1	F AE DH AH M	1	F AE DH AH M	1	F AE DH AH M	BOTH_CORRECT	BOTH_CORRECT
16825	fathomable	10	16999	F AE DH AH M AH B AH L	9	5.9e-05	1	0.47540226578712463	0.47540226578712463	0.5245977342128754	0.6507648229598999	0.19518861174583435	7.256689548492432	1	F AE DH AH M AH B AH L	1	F AE DH AH M AH B AH L	1	F AE DH AH M AH B AH L	1	F AE DH AH M AH B AH L	1	F AE DH AH M AH B AH L	1	F AE DH AH M AH B AH L	1	F AE DH AH M AH B AH L	1	F AE DH AH M AH B AH L	BOTH_CORRECT	BOTH_CORRECT
16826	fatigue	10	17000	F AH T IY G	5	5.9e-05	1	0.522977888584137	0.522977888584137	0.47702211141586304	0.7459881901741028	0.2478625476360321	1.461732029914856	1	F AH T IY G	1	F AH T IY G	1	F AH T IY G	1	F AH T IY G	1	F AH T IY G	1	F AH T IY G	1	F AH T IY G	1	F AH T IY G	BOTH_CORRECT	BOTH_CORRECT
16827	fatigues	10	17001	F AH T IY G Z	6	5.9e-05	1	0.5163834691047668	0.5163834691047668	0.48361653089523315	0.7327786684036255	0.19782906770706177	2.035278797149658	1	F AH T IY G Z	1	F AH T IY G Z	1	F AH T IY G Z	1	F AH T IY G Z	1	F AH T IY G Z	1	F AH T IY G Z	1	F AH T IY G Z	1	F AH T IY G Z	BOTH_CORRECT	BOTH_CORRECT
16828	fatima	10	17002	F AE TH IH M AH	6	5.9e-05	1	0.4994277358055115	0.4994277358055115	0.5005722641944885	0.6988554000854492	0.2541184723377228	2.5766494274139404	1	F AE TH IH M AH	1	F AE TH IH M AH	0	F R AE Z M AH	1	F AE TH IH M AH	1	F AE TH IH M AH	1	F AE TH IH M AH	0	F R AE Z M AH	1	F AE TH IH M AH	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16829	fatten	10	17003	F AE T AH N	5	5.9e-05	1	0.5197575092315674	0.5197575092315674	0.4802424907684326	0.7395355701446533	0.3763277530670166	1.3210186958312988	1	F AE T AH N	1	F AE T AH N	1	F AE T AH N	1	F AE T AH N	1	F AE T AH N	1	F AE T AH N	1	F AE T AH N	1	F AE T AH N	BOTH_CORRECT	BOTH_CORRECT
16830	fatter	10	17004	F AE T ER	4	5.9e-05	1	0.5024996399879456	0.5024996399879456	0.49750036001205444	0.7049992680549622	0.3044646084308624	1.68219792842865	1	F AE T ER	1	F AE T ER	1	F AE T ER	1	F AE T ER	1	F AE T ER	1	F AE T ER	1	F AE T ER	1	F AE T ER	BOTH_CORRECT	BOTH_CORRECT
16831	fattest	10	17005	F AE T AH S T	6	5.9e-05	1	0.4808231592178345	0.4808231592178345	0.5191768407821655	0.6616274118423462	0.2925254702568054	2.553596258163452	1	F AE T AH S T	1	F AE T AH S T	1	F AE T AH S T	1	F AE T AH S T	1	F AE T AH S T	1	F AE T AH S T	1	F AE T AH S T	1	F AE T AH S T	BOTH_CORRECT	BOTH_CORRECT
16832	fatuous	10	17006	F AE CH AH W AH S	7	5.9e-05	1	0.5275762677192688	0.5275762677192688	0.4724237322807312	0.7552085518836975	0.23970085382461548	3.725083351135254	1	F AE CH AH W AH S	1	F AE CH AH W AH S	1	F AE CH AH W AH S	1	F AE CH AH W AH S	1	F AE CH AH W AH S	1	F AE CH AH W AH S	1	F AE CH AH W AH S	1	F AE CH AH W AH S	BOTH_CORRECT	BOTH_CORRECT
16833	fatwa	10	17007	F AA T W AA	5	5.9e-05	1	0.5000923275947571	0.5000923275947571	0.4999076724052429	0.70018470287323	0.21908831596374512	1.7526144981384277	1	F AA T W AA	1	F AA T W AA	1	F AA T W AA	1	F AA T W AA	1	F AA T W AA	1	F AA T W AA	1	F AA T W AA	1	F AA T W AA	BOTH_CORRECT	BOTH_CORRECT
16834	faucet	10	17008	F AO S AH T	5	5.9e-05	1	0.5293930768966675	0.5293930768966675	0.4706069231033325	0.7588539719581604	0.263379842042923	1.3880283832550049	1	F AO S AH T	1	F AO S AH T	1	F AO S AH T	1	F AO S AH T	1	F AO S AH T	1	F AO S AH T	1	F AO S AH T	1	F AO S AH T	BOTH_CORRECT	BOTH_CORRECT
16835	faulkner	10	17009	F AO K N ER	5	5.9e-05	1	0.4822778105735779	0.4822778105735779	0.5177221894264221	0.6645407676696777	0.2960774004459381	3.2717385292053223	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	1	F AO K N ER	BOTH_CORRECT	BOTH_CORRECT
16836	faulty	10	17010	F AO L T IY	5	5.9e-05	1	0.5164982676506042	0.5164982676506042	0.48350173234939575	0.7330084443092346	0.19295400381088257	1.8045450448989868	1	F AO L T IY	1	F AO L T IY	1	F AO L T IY	1	F AO L T IY	1	F AO L T IY	1	F AO L T IY	1	F AO L T IY	1	F AO L T IY	BOTH_CORRECT	BOTH_CORRECT
16837	fauna	10	17011	F AO N AH	4	5.9e-05	1	0.486037015914917	0.486037015914917	0.513962984085083	0.6720668077468872	0.10703349113464355	4.609936237335205	1	F AO N AH	1	F AO N AH	1	F AO N AH	1	F AO N AH	1	F AO N AH	1	F AO N AH	1	F AO N AH	1	F AO N AH	BOTH_CORRECT	BOTH_CORRECT
16838	faunal	10	17012	F AA N AH L	5	5.9e-05	1	0.48368778824806213	0.48368778824806213	0.5163122117519379	0.6673640012741089	0.2551381587982178	2.492210865020752	1	F AA N AH L	1	F AA N AH L	1	F AA N AH L	1	F AA N AH L	1	F AA N AH L	1	F AA N AH L	1	F AA N AH L	1	F AA N AH L	BOTH_CORRECT	BOTH_CORRECT
16839	fauntleroy	10	17013	F AO N T L ER OY	7	5.9e-05	1	0.5306444764137268	0.5306444764137268	0.4693555235862732	0.7613658905029297	0.43199509382247925	1.10184645652771	1	F AO N T L ER OY	1	F AO N T L ER OY	1	F AO N T L ER OY	1	F AO N T L ER OY	1	F AO N T L ER OY	1	F AO N T L ER OY	1	F AO N T L ER OY	1	F AO N T L ER OY	BOTH_CORRECT	BOTH_CORRECT
16840	faure	10	17014	F AO R	3	5.9e-05	1	0.5322996973991394	0.5322996973991394	0.4677003026008606	0.7646894454956055	0.0022725462913513184	73.4523696899414	1	F AO R	1	F AO R	1	F AO R	1	F AO R	1	F AO R	1	F AO R	1	F AO R	1	F AO R	BOTH_CORRECT	BOTH_CORRECT
16841	faust	10	17015	F AW S T	4	5.9e-05	1	0.4700998365879059	0.4700998365879059	0.5299001634120941	0.6401281356811523	0.26230520009994507	4.196671962738037	1	F AW S T	1	F AW S T	1	F AW S T	1	F AW S T	1	F AW S T	1	F AW S T	1	F AW S T	1	F AW S T	BOTH_CORRECT	BOTH_CORRECT
16842	faustian	10	17016	F AO S CH AH N	6	5.9e-05	1	0.5133285522460938	0.5133285522460938	0.48667144775390625	0.7266634702682495	0.39423689246177673	1.4950883388519287	1	F AO S CH AH N	1	F AO S CH AH N	0	K W AO R S AH L	1	F AO S CH AH N	1	F AO S CH AH N	1	F AO S CH AH N	0	K W AO R S AH L	1	F AO S CH AH N	WM_ONLY_CORRECT	WM_ONLY_CORRECT
16843	faustino	10	17017	F AO S T IY N OW	7	5.9e-05	1	0.5108715295791626	0.5108715295791626	0.4891284704208374	0.721746563911438	0.24820688366889954	1.7120246887207031	1	F AO S T IY N OW	1	F AO S T IY N OW	1	F AO S T IY N OW	1	F AO S T IY N OW	1	F AO S T IY N OW	1	F AO S T IY N OW	1	F AO S T IY N OW	1	F AO S T IY N OW	BOTH_CORRECT	BOTH_CORRECT
16844	faustus	10	17018	F AO S T AH S	6	5.9e-05	1	0.5285572409629822	0.5285572409629822	0.4714427590370178	0.7571766376495361	0.33181747794151306	1.1861355304718018	1	F AO S T AH S	1	F AO S T AH S	1	F AO S T AH S	1	F AO S T AH S	1	F AO S T AH S	1	F AO S T AH S	1	F AO S T AH S	1	F AO S T AH S	BOTH_CORRECT	BOTH_CORRECT
16845	faux	10	17019	F AO K S	4	5.9e-05	1	0.5007234811782837	0.5007234811782837	0.4992765188217163	0.7014468908309937	0.29783323407173157	2.758957862854004	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	BOTH_CORRECT	BOTH_CORRECT
16846	fave	10	17020	F EY V	3	5.9e-05	1	0.4837424159049988	0.4837424159049988	0.5162575840950012	0.667473316192627	0.34976011514663696	2.6892788410186768	1	F EY V	1	F EY V	1	F EY V	1	F EY V	1	F EY V	1	F EY V	1	F EY V	1	F EY V	BOTH_CORRECT	BOTH_CORRECT
16847	favorable	10	17021	F EY V ER AH B AH L	8	5.9e-05	1	0.5500267744064331	0.5500267744064331	0.4499732255935669	0.8003894090652466	0.32211554050445557	1.1554234027862549	1	F EY V ER AH B AH L	1	F EY V ER AH B AH L	1	F EY V ER AH B AH L	1	F EY V ER AH B AH L	1	F EY V ER AH B AH L	1	F EY V ER AH B AH L	1	F EY V ER AH B AH L	1	F EY V ER AH B AH L	BOTH_CORRECT	BOTH_CORRECT
16848	favorably	10	17022	F EY V ER AH B L IY	8	5.9e-05	1	0.5088111758232117	0.5088111758232117	0.49118882417678833	0.7176241874694824	0.30076882243156433	1.3882561922073364	1	F EY V ER AH B L IY	1	F EY V ER AH B L IY	1	F EY V ER AH B L IY	1	F EY V ER AH B L IY	1	F EY V ER AH B L IY	1	F EY V ER AH B L IY	1	F EY V ER AH B L IY	1	F EY V ER AH B L IY	BOTH_CORRECT	BOTH_CORRECT
16849	fawkes	10	17023	F AO K S	4	5.9e-05	1	0.5007234811782837	0.5007234811782837	0.4992765188217163	0.7014468908309937	0.29783323407173157	2.758957862854004	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	1	F AO K S	BOTH_CORRECT	BOTH_CORRECT
